sid,school_year,grade_level,ever_frpl
2365,2002,4,1
2365,2003,5,1
2366,2001,4,1
2366,2002,5,1
2366,2003,6,1
2367,2001,3,1
2367,2002,4,1
2367,2003,5,1
2367,2004,6,1
2367,2005,7,1
2367,2006,8,1
2367,2007,9,1
2368,2001,3,1
2368,2002,4,1
2368,2003,5,1
2368,2004,6,1
2369,2001,3,1
2369,2002,4,1
2369,2003,5,1
2369,2004,6,1
2369,2005,7,1
2369,2006,8,1
2369,2007,9,1
2371,2001,3,1
2371,2002,4,1
2371,2003,5,1
2371,2004,6,1
2371,2005,7,1
2371,2006,8,1
2371,2007,9,1
2372,2004,5,1
2372,2005,6,1
2372,2006,7,1
2373,2002,3,1
2373,2003,4,1
2373,2004,5,1
2373,2005,6,1
2373,2006,7,1
2373,2007,8,1
2374,2002,3,1
2374,2003,4,1
2374,2004,5,1
2374,2005,6,1
2374,2006,7,1
2374,2007,8,1
2376,2007,7,1
2377,2003,3,1
2377,2004,4,1
2377,2005,5,1
2377,2006,6,1
2377,2007,7,1
2378,2003,3,1
2378,2004,4,1
2378,2005,5,1
2378,2006,6,1
2378,2007,7,1
2379,2003,3,1
2379,2004,4,1
2379,2005,5,1
2379,2006,6,1
2380,2004,3,0
2380,2005,4,0
2380,2006,5,0
2380,2007,6,0
2382,2005,3,1
2382,2006,4,1
2382,2007,5,1
2383,2005,3,1
2383,2006,4,1
2383,2007,5,1
2384,2005,3,1
2384,2006,4,1
2384,2007,5,1
2385,2006,3,1
2385,2007,4,1
2387,2006,3,1
2387,2007,4,1
2388,2007,3,1
2389,2007,3,1
2393,2001,12,1
2394,2001,11,1
2394,2002,12,1
2395,2001,11,1
2395,2002,12,1
2397,2001,10,1
2397,2002,11,1
2397,2003,11,1
2398,2001,10,1
2398,2002,11,1
2398,2003,12,1
2399,2001,9,0
2399,2002,10,0
2399,2003,11,0
2400,2001,9,1
2400,2002,9,1
2400,2003,9,1
2400,2004,10,1
2401,2001,9,1
2401,2002,10,1
2401,2003,11,1
2401,2004,12,1
2403,2002,9,1
2403,2003,10,1
2403,2004,11,1
2403,2005,11,1
2403,2006,12,1
2404,2002,9,0
2405,2001,8,1
2405,2002,9,1
2405,2003,10,1
2405,2004,10,1
2405,2005,11,1
2406,2001,8,0
2406,2002,9,0
2407,2003,9,1
2409,2001,7,1
2409,2002,8,1
2409,2003,9,1
2409,2004,10,1
2409,2005,10,1
2409,2006,10,1
2409,2007,11,1
2410,2002,9,1
2410,2003,10,1
2410,2004,11,1
2410,2005,12,1
2411,2001,6,1
2411,2002,7,1
2411,2003,8,1
2411,2004,9,1
2411,2005,10,1
2411,2006,11,1
2411,2007,12,1
2413,2001,6,0
2413,2002,7,0
2413,2003,8,0
2413,2004,9,0
2413,2005,10,0
2413,2006,11,0
2413,2007,12,0
2414,2004,9,1
2414,2005,10,1
2414,2006,11,1
2414,2007,12,1
2415,2001,5,1
2415,2002,6,1
2415,2003,7,1
2415,2004,8,1
2415,2005,9,1
2415,2006,10,1
2415,2007,11,1
2416,2005,9,0
2416,2006,10,0
2417,2002,6,1
2417,2003,7,1
2417,2004,8,1
2417,2005,9,1
2417,2006,10,1
2417,2007,11,1
2418,2005,9,0
2420,2001,4,1
2420,2002,5,1
2420,2003,6,1
2420,2004,7,1
2420,2005,8,1
2421,2001,4,1
2421,2002,5,1
2421,2003,6,1
2421,2004,7,1
2421,2005,8,1
2421,2006,9,1
2421,2007,10,1
2422,2001,3,1
2422,2002,4,1
2422,2003,5,1
2422,2004,6,1
2422,2005,7,1
2422,2006,8,1
2422,2007,9,1
2424,2001,3,1
2424,2002,4,1
2424,2003,4,1
2424,2004,5,1
2424,2005,6,1
2424,2006,7,1
2424,2007,8,1
2425,2001,3,1
2425,2002,4,1
2425,2007,9,1
2426,2002,3,1
2426,2003,4,1
2426,2004,5,1
2426,2005,6,1
2426,2006,7,1
2426,2007,8,1
2427,2002,3,1
2427,2003,4,1
2427,2004,5,1
2428,2002,3,0
2428,2003,4,0
2428,2004,5,0
2430,2003,3,0
2430,2004,4,0
2430,2005,5,0
2430,2006,6,0
2431,2003,3,1
2431,2004,4,1
2432,2004,3,1
2432,2005,4,1
2432,2006,5,1
2432,2007,6,1
2433,2004,3,1
2433,2005,4,1
2433,2006,5,1
2433,2007,6,1
2434,2007,6,1
2435,2005,3,1
2435,2006,4,1
2437,2005,3,1
2437,2006,4,1
2437,2007,5,1
2438,2006,3,1
2438,2007,4,1
2439,2006,3,1
2439,2007,4,1
2441,2007,3,1
2442,2007,3,1
2443,2001,12,1
2446,2001,12,1
2447,2001,10,1
2447,2002,10,1
2448,2002,12,1
2449,2001,11,1
2449,2002,12,1
2450,2001,10,1
2452,2001,9,0
2452,2002,10,0
2452,2003,11,0
2452,2004,12,0
2453,2001,9,1
2453,2003,11,1
2453,2004,12,1
2454,2001,9,1
2454,2002,10,1
2454,2003,10,1
2456,2001,8,1
2456,2002,9,1
2456,2003,10,1
2456,2004,11,1
2456,2005,11,1
2457,2005,11,1
2457,2006,10,1
2458,2001,8,1
2458,2002,9,1
2458,2003,10,1
2458,2004,11,1
2458,2005,12,1
2460,2001,7,1
2460,2002,8,1
2460,2003,9,1
2460,2004,10,1
2460,2005,11,1
2460,2006,12,1
2461,2001,7,1
2461,2002,8,1
2461,2003,9,1
2461,2004,10,1
2461,2005,11,1
2461,2006,12,1
2462,2003,8,1
2463,2001,6,1
2463,2002,7,1
2463,2003,8,1
2463,2004,9,1
2465,2001,5,1
2465,2002,6,1
2465,2003,7,1
2465,2004,8,1
2465,2005,9,1
2465,2006,10,1
2465,2007,11,1
2466,2002,7,0
2466,2003,8,0
2466,2004,9,0
2466,2005,10,0
2466,2006,11,0
2466,2007,12,0
2467,2001,5,1
2467,2002,6,1
2467,2003,7,1
2467,2004,8,1
2467,2005,9,1
2467,2006,10,1
2467,2007,11,1
2468,2001,5,1
2468,2002,6,1
2468,2007,11,1
2469,2001,5,1
2469,2002,6,1
2469,2003,7,1
2469,2004,8,1
2469,2005,9,1
2469,2006,10,1
2469,2007,11,1
2470,2001,5,0
2470,2002,6,0
2470,2003,7,0
2470,2004,8,0
2470,2005,9,0
2472,2001,4,1
2472,2002,5,1
2472,2003,6,1
2472,2004,7,1
2472,2005,8,1
2472,2006,9,1
2472,2007,10,1
2473,2004,7,1
2473,2005,8,1
2473,2006,9,1
2473,2007,10,1
2474,2001,4,1
2474,2002,5,1
2474,2003,6,1
2474,2004,7,1
2474,2005,8,1
2474,2006,9,1
2474,2007,10,1
2475,2006,8,0
2475,2007,9,0
2477,2007,9,0
2478,2001,3,1
2478,2002,4,1
2478,2003,5,1
2478,2004,6,1
2478,2005,7,1
2478,2006,8,1
2479,2007,7,1
2480,2002,3,1
2480,2003,4,1
2480,2004,5,1
2480,2005,6,1
2480,2006,7,1
2480,2007,8,1
2482,2003,3,1
2482,2004,4,1
2482,2005,5,1
2483,2003,3,1
2484,2003,3,1
2484,2004,4,1
2484,2005,5,1
2484,2006,6,1
2484,2007,7,1
2486,2004,3,1
2486,2005,4,1
2486,2006,5,1
2486,2007,6,1
2487,2004,3,1
2487,2005,4,1
2487,2006,5,1
2487,2007,6,1
2488,2005,4,1
2488,2006,5,1
2488,2007,6,1
2490,2005,3,1
2490,2006,4,1
2490,2007,5,1
2491,2005,3,0
2491,2006,4,0
2492,2006,4,1
2492,2007,5,1
2493,2007,3,1
2494,2007,3,1
2497,2001,12,1
2498,2001,12,1
2498,2002,12,1
2499,2001,11,1
2499,2002,12,1
2501,2001,10,0
2501,2002,11,0
2501,2003,12,0
2502,2004,12,1
2503,2001,9,1
2503,2002,10,1
2504,2001,9,1
2504,2002,10,1
2504,2003,11,1
2505,2001,9,1
2505,2002,10,1
2505,2003,11,1
2505,2004,12,1
2506,2001,9,0
2508,2001,7,1
2508,2002,8,1
2508,2003,9,1
2508,2004,10,1
2508,2005,11,1
2509,2001,8,1
2509,2002,9,1
2509,2003,9,1
2509,2004,9,1
2510,2001,7,1
2510,2002,8,1
2510,2003,9,1
2510,2004,10,1
2510,2005,11,1
2510,2006,11,1
2511,2001,7,1
2511,2002,8,1
2511,2003,9,1
2511,2004,10,1
2511,2005,11,1
2511,2006,12,1
2512,2001,7,0
2512,2002,8,0
2512,2003,9,0
2513,2002,8,0
2513,2003,9,0
2514,2001,6,1
2514,2002,7,1
2514,2003,8,1
2514,2004,9,1
2514,2005,10,1
2514,2006,11,1
2514,2007,12,1
2515,2003,8,0
2515,2004,9,0
2515,2005,10,0
2515,2006,11,0
2515,2007,12,0
2516,2002,7,1
2516,2003,8,1
2516,2004,9,1
2516,2005,10,1
2516,2006,11,1
2516,2007,12,1
2518,2001,5,1
2518,2002,6,1
2518,2003,7,1
2518,2004,8,1
2518,2005,9,1
2519,2002,6,1
2519,2003,7,1
2520,2001,5,1
2520,2002,6,1
2520,2003,7,1
2522,2001,4,1
2522,2002,5,1
2522,2003,6,1
2522,2004,7,1
2522,2005,8,1
2522,2006,9,1
2522,2007,10,1
2523,2001,4,1
2523,2002,5,1
2523,2003,6,1
2523,2004,7,1
2523,2005,8,1
2523,2006,9,1
2523,2007,10,1
2524,2001,4,1
2524,2002,5,1
2524,2003,6,1
2524,2004,7,1
2524,2005,8,1
2524,2006,9,1
2524,2007,10,1
2526,2001,3,1
2526,2002,4,1
2526,2003,5,1
2526,2004,6,1
2526,2005,7,1
2526,2006,8,1
2526,2007,9,1
2527,2001,3,1
2527,2002,4,1
2527,2003,5,1
2527,2004,6,1
2527,2005,7,1
2527,2006,8,1
2527,2007,9,1
2528,2001,3,1
2528,2002,4,1
2528,2003,5,1
2528,2004,6,1
2528,2005,7,1
2528,2006,8,1
2528,2007,9,1
2530,2002,3,1
2531,2002,3,1
2531,2003,4,1
2531,2004,5,1
2531,2005,6,1
2531,2006,7,1
2531,2007,8,1
2532,2002,3,1
2532,2003,4,1
2532,2007,7,1
2533,2003,3,1
2533,2004,4,1
2533,2005,5,1
2533,2006,6,1
2533,2007,7,1
2534,2003,3,1
2534,2004,4,1
2534,2005,5,1
2534,2006,6,1
2534,2007,7,1
2535,2003,3,0
2535,2004,4,0
2536,2005,4,1
2536,2006,5,1
2536,2007,6,1
2537,2004,3,1
2537,2005,4,1
2537,2006,5,1
2537,2007,6,1
2538,2004,3,1
2538,2005,4,1
2538,2006,5,1
2538,2007,6,1
2539,2005,3,1
2539,2006,4,1
2539,2007,5,1
2541,2005,3,1
2541,2006,4,1
2541,2007,5,1
2542,2005,3,1
2542,2006,4,1
2542,2007,5,1
2543,2006,3,1
2543,2007,4,1
2544,2006,3,1
2544,2007,4,1
2545,2007,3,1
2549,2001,12,1
2550,2001,12,1
2552,2001,11,1
2552,2002,12,1
2553,2001,10,1
2553,2002,10,1
2553,2003,12,1
2554,2001,10,1
2554,2002,11,1
2554,2003,12,1
2555,2002,10,1
2555,2003,10,1
2556,2001,10,0
2556,2002,11,0
2557,2001,9,1
2557,2002,10,1
2557,2003,10,1
2559,2001,9,1
2560,2001,8,1
2560,2002,9,1
2560,2003,9,1
2560,2004,9,1
2560,2005,11,1
2561,2001,8,1
2561,2002,9,1
2562,2001,8,0
2562,2002,9,0
2562,2003,10,0
2562,2004,11,0
2562,2005,12,0
2563,2001,7,1
2563,2002,8,1
2563,2003,9,1
2563,2004,10,1
2563,2005,11,1
2563,2006,11,1
2565,2001,7,1
2565,2002,8,1
2565,2003,9,1
2565,2004,10,1
2565,2005,11,1
2566,2001,8,1
2566,2002,9,1
2567,2001,6,1
2567,2002,7,1
2567,2003,8,1
2567,2004,9,1
2567,2005,10,1
2567,2006,11,1
2567,2007,12,1
2568,2001,5,1
2568,2002,6,1
2568,2003,7,1
2568,2004,8,1
2568,2005,9,1
2568,2006,10,1
2568,2007,11,1
2569,2001,6,0
2569,2002,7,0
2569,2003,8,0
2569,2004,9,0
2570,2001,6,1
2570,2002,7,1
2570,2003,8,1
2570,2004,9,1
2570,2005,10,1
2570,2006,11,1
2570,2007,12,1
2572,2001,5,1
2572,2002,6,1
2572,2003,7,1
2572,2004,8,1
2572,2005,9,1
2573,2001,5,1
2573,2002,6,1
2573,2003,7,1
2573,2004,8,1
2573,2005,9,1
2573,2006,10,1
2573,2007,10,1
2574,2001,5,1
2574,2002,6,1
2574,2003,7,1
2574,2004,8,1
2574,2005,9,1
2576,2001,4,0
2576,2002,5,0
2576,2003,6,0
2577,2001,3,1
2577,2002,4,1
2577,2003,5,1
2577,2004,6,1
2577,2005,7,1
2577,2006,8,1
2577,2007,9,1
2578,2001,4,1
2578,2002,5,1
2578,2003,6,1
2578,2004,7,1
2578,2005,8,1
2578,2006,9,1
2578,2007,10,1
2579,2001,3,1
2579,2002,4,1
2579,2003,5,1
2579,2004,6,1
2579,2005,7,1
2579,2006,8,1
2579,2007,9,1
2580,2001,3,1
2580,2002,4,1
2580,2003,5,1
2580,2004,6,1
2580,2005,7,1
2580,2006,8,1
2582,2002,3,1
2582,2003,4,1
2582,2004,5,1
2582,2005,6,1
2582,2006,7,1
2582,2007,8,1
2583,2002,3,1
2583,2003,4,1
2583,2004,5,1
2583,2005,6,1
2583,2006,7,1
2583,2007,8,1
2584,2002,3,1
2584,2004,4,1
2584,2005,5,1
2584,2006,6,1
2584,2007,7,1
2585,2002,3,1
2585,2003,4,1
2585,2004,5,1
2586,2004,4,1
2586,2005,5,1
2586,2006,6,1
2586,2007,7,1
2587,2004,4,1
2587,2005,5,1
2587,2006,6,1
2587,2007,7,1
2588,2003,3,1
2588,2004,4,1
2588,2005,5,1
2588,2006,6,1
2588,2007,7,1
2590,2005,3,1
2591,2004,3,1
2592,2005,3,1
2592,2006,4,1
2592,2007,5,1
2593,2005,3,1
2593,2006,4,1
2593,2007,5,1
2595,2006,3,0
2595,2007,4,0
2596,2006,3,0
2596,2007,4,0
2597,2007,3,1
2598,2007,3,0
2599,2007,3,1
2603,2001,11,1
2603,2002,12,1
2604,2001,11,1
2604,2002,12,1
2605,2001,11,1
2605,2002,12,1
2605,2003,12,1
2606,2001,10,1
2606,2002,11,1
2608,2003,12,0
2609,2001,9,0
2610,2001,9,1
2610,2002,10,1
2610,2003,11,1
2610,2004,12,1
2611,2001,9,0
2611,2002,10,0
2611,2003,11,0
2611,2004,12,0
2612,2001,8,1
2612,2002,9,1
2612,2003,10,1
2612,2004,11,1
2612,2005,11,1
2614,2001,8,0
2614,2002,9,0
2614,2003,10,0
2614,2004,11,0
2614,2005,12,0
2615,2001,8,0
2615,2002,9,0
2615,2003,10,0
2615,2004,11,0
2615,2005,12,0
2616,2001,7,1
2616,2002,8,1
2616,2003,9,1
2617,2002,8,0
2617,2003,9,0
2617,2004,10,0
2617,2005,11,0
2617,2006,12,0
2618,2001,7,0
2618,2002,8,0
2619,2001,6,1
2619,2002,7,1
2619,2003,8,1
2621,2001,6,1
2621,2002,7,1
2621,2003,8,1
2621,2004,9,1
2621,2005,10,1
2621,2006,10,1
2621,2007,12,1
2622,2001,6,1
2622,2002,7,1
2623,2005,10,1
2623,2006,10,1
2623,2007,10,1
2624,2001,4,1
2624,2002,5,1
2624,2003,6,1
2624,2004,7,1
2626,2001,5,1
2626,2002,6,1
2627,2004,7,1
2627,2005,8,1
2627,2006,9,1
2627,2007,10,1
2628,2003,6,1
2630,2001,3,1
2630,2002,4,1
2630,2006,8,1
2630,2007,9,1
2631,2001,3,0
2631,2002,4,0
2632,2001,3,1
2632,2002,4,1
2632,2003,5,1
2632,2004,6,1
2632,2005,7,1
2632,2006,8,1
2632,2007,9,1
2633,2002,4,1
2635,2002,3,1
2636,2002,3,1
2636,2003,4,1
2636,2004,5,1
2636,2005,6,1
2636,2006,7,1
2636,2007,8,1
2637,2003,3,1
2637,2004,4,1
2637,2005,5,1
2637,2006,6,1
2637,2007,7,1
2638,2003,3,1
2638,2004,4,1
2638,2005,5,1
2638,2006,6,1
2638,2007,7,1
2640,2004,3,1
2641,2004,3,1
2641,2005,4,1
2641,2006,5,1
2642,2004,3,1
2642,2005,4,1
2642,2006,5,1
2642,2007,6,1
2643,2006,5,1
2643,2007,6,1
2644,2005,3,1
2644,2006,4,1
2644,2007,5,1
2645,2005,3,0
2645,2006,4,0
2645,2007,5,0
2646,2006,3,0
2646,2007,4,0
2648,2007,3,1
2649,2007,3,1
2650,2007,3,1
2653,2001,11,1
2653,2002,12,1
2654,2001,12,1
2655,2001,11,0
2655,2002,12,0
2656,2002,12,1
2658,2001,10,1
2658,2002,11,1
2658,2003,12,1
2659,2001,9,1
2660,2001,9,1
2660,2002,10,1
2660,2003,11,1
2660,2004,12,1
2662,2001,9,1
2662,2002,10,1
2662,2003,11,1
2662,2004,12,1
2663,2001,8,1
2663,2002,9,1
2663,2003,10,1
2663,2004,11,1
2663,2005,12,1
2664,2001,8,1
2664,2002,9,1
2664,2003,10,1
2664,2004,11,1
2664,2005,12,1
2666,2002,9,1
2666,2003,10,1
2666,2004,11,1
2666,2005,12,1
2667,2001,7,1
2667,2002,8,1
2667,2003,9,1
2667,2005,11,1
2667,2006,10,1
2667,2007,11,1
2668,2002,7,1
2670,2001,6,1
2670,2002,7,1
2670,2003,8,1
2670,2004,9,1
2670,2005,10,1
2670,2006,11,1
2670,2007,12,1
2671,2001,5,1
2671,2002,6,1
2671,2003,7,1
2671,2004,8,1
2671,2005,9,1
2671,2006,10,1
2671,2007,11,1
2672,2001,6,1
2672,2002,7,1
2673,2001,6,1
2673,2002,7,1
2673,2003,8,1
2673,2004,9,1
2673,2005,10,1
2673,2006,11,1
2675,2001,5,1
2675,2002,6,1
2675,2003,7,1
2675,2004,8,1
2675,2005,9,1
2675,2006,10,1
2675,2007,11,1
2676,2001,5,1
2676,2002,6,1
2676,2003,7,1
2676,2004,8,1
2676,2005,9,1
2676,2006,10,1
2676,2007,11,1
2677,2004,8,1
2677,2005,9,1
2678,2001,4,1
2678,2002,5,1
2678,2003,6,1
2678,2004,7,1
2678,2005,8,1
2678,2006,9,1
2678,2007,10,1
2680,2001,4,1
2680,2002,5,1
2680,2003,6,1
2680,2004,7,1
2680,2005,8,1
2680,2006,9,1
2680,2007,10,1
2681,2004,7,1
2681,2005,8,1
2681,2006,9,1
2681,2007,10,1
2682,2001,3,1
2682,2002,4,1
2682,2003,5,1
2684,2001,3,1
2684,2002,4,1
2684,2003,5,1
2684,2004,6,1
2684,2005,7,1
2684,2006,8,1
2684,2007,9,1
2685,2002,5,0
2686,2002,3,0
2686,2003,4,0
2686,2004,5,0
2686,2005,6,0
2686,2006,7,0
2686,2007,8,0
2687,2002,3,1
2687,2003,4,1
2687,2004,5,1
2687,2005,6,1
2687,2006,7,1
2687,2007,8,1
2688,2002,3,0
2688,2003,4,0
2688,2004,5,0
2688,2005,6,0
2688,2006,7,0
2688,2007,8,0
2689,2003,3,1
2689,2004,4,1
2689,2005,5,1
2689,2006,6,1
2689,2007,7,1
2690,2006,6,1
2692,2004,3,0
2692,2005,4,0
2692,2006,5,0
2692,2007,6,0
2693,2004,3,1
2693,2005,4,1
2693,2006,5,1
2693,2007,6,1
2694,2004,3,1
2694,2005,4,1
2694,2006,5,1
2695,2005,3,1
2695,2006,4,1
2695,2007,5,1
2696,2005,3,1
2696,2006,4,1
2696,2007,5,1
2698,2006,3,1
2698,2007,4,1
2699,2006,3,1
2699,2007,4,1
2700,2007,3,1
2702,2007,3,1
2704,2001,12,1
2705,2001,12,1
2706,2001,11,1
2706,2002,12,1
2707,2001,11,1
2708,2001,10,1
2708,2002,11,1
2708,2003,12,1
2709,2001,10,1
2709,2002,11,1
2709,2003,12,1
2711,2001,9,1
2711,2005,12,1
2712,2001,9,1
2712,2002,10,1
2712,2003,11,1
2712,2004,12,1
2713,2001,9,1
2713,2002,10,1
2713,2003,10,1
2714,2001,8,1
2714,2002,9,1
2714,2003,10,1
2714,2004,11,1
2714,2005,12,1
2715,2001,8,1
2715,2002,9,1
2716,2001,8,1
2716,2002,9,1
2716,2003,10,1
2717,2001,8,1
2717,2002,9,1
2717,2003,10,1
2717,2004,11,1
2717,2005,12,1
2718,2001,7,1
2718,2002,8,1
2718,2003,9,1
2718,2004,10,1
2718,2005,11,1
2718,2006,12,1
2720,2001,7,1
2720,2002,8,1
2721,2001,7,1
2721,2002,8,1
2721,2003,9,1
2722,2001,6,1
2722,2002,7,1
2722,2003,8,1
2722,2004,9,1
2722,2005,10,1
2722,2006,11,1
2724,2001,6,1
2724,2002,7,1
2724,2003,8,1
2724,2004,9,1
2724,2005,9,1
2724,2006,9,1
2724,2007,11,1
2725,2001,5,1
2725,2002,6,1
2725,2003,7,1
2725,2004,8,1
2725,2005,9,1
2725,2006,10,1
2725,2007,11,1
2726,2002,5,1
2726,2003,6,1
2726,2004,7,1
2726,2005,8,1
2726,2006,9,1
2726,2007,10,1
2728,2001,5,0
2729,2002,5,1
2730,2005,7,1
2730,2006,8,1
2730,2007,9,1
2731,2003,6,1
2731,2004,7,1
2731,2005,8,1
2731,2006,9,1
2731,2007,10,1
2733,2001,3,1
2733,2002,4,1
2733,2003,5,1
2733,2004,6,1
2733,2005,7,1
2733,2006,8,1
2734,2001,3,1
2734,2002,4,1
2734,2003,5,1
2734,2004,6,1
2734,2005,7,1
2734,2006,8,1
2734,2007,9,1
2735,2001,3,1
2735,2002,4,1
2735,2003,5,1
2735,2004,6,1
2735,2005,7,1
2735,2006,8,1
2735,2007,9,1
2736,2001,3,1
2736,2002,4,1
2736,2003,5,1
2736,2004,6,1
2736,2005,7,1
2736,2006,8,1
2736,2007,9,1
2738,2002,3,0
2738,2003,4,0
2738,2004,5,0
2738,2005,6,0
2738,2006,7,0
2738,2007,8,0
2739,2002,3,1
2739,2003,4,1
2739,2004,5,1
2739,2005,6,1
2739,2006,7,1
2739,2007,8,1
2740,2002,3,1
2740,2003,4,1
2740,2004,5,1
2740,2005,6,1
2740,2006,7,1
2740,2007,8,1
2741,2003,3,1
2741,2004,4,1
2741,2005,5,1
2741,2006,6,1
2741,2007,7,1
2742,2004,3,1
2742,2005,4,1
2742,2006,5,1
2742,2007,6,1
2743,2003,3,1
2743,2004,4,1
2743,2005,5,1
2743,2006,6,1
2743,2007,7,1
2744,2004,3,0
2744,2005,4,0
2745,2004,3,1
2745,2005,4,1
2745,2006,5,1
2745,2007,6,1
2747,2005,3,1
2747,2006,4,1
2747,2007,5,1
2748,2005,3,1
2748,2006,4,1
2748,2007,5,1
2749,2006,3,1
2749,2007,3,1
2751,2006,3,1
2751,2007,4,1
2752,2007,3,1
2753,2007,3,1
2756,2001,11,1
2756,2002,12,1
2757,2001,12,0
2758,2002,12,0
2760,2001,10,1
2760,2002,12,1
2761,2001,10,1
2761,2002,10,1
2761,2003,12,1
2762,2001,10,1
2762,2002,11,1
2762,2003,12,1
2763,2001,10,1
2763,2002,11,1
2763,2003,12,1
2763,2004,12,1
2764,2001,9,1
2764,2003,11,1
2765,2001,9,1
2765,2002,10,1
2765,2003,11,1
2765,2004,12,1
2767,2001,8,0
2767,2002,9,0
2767,2003,10,0
2767,2004,11,0
2767,2005,12,0
2768,2001,8,1
2769,2001,8,1
2769,2002,9,1
2769,2003,10,1
2769,2004,11,1
2769,2005,12,1
2770,2001,8,1
2770,2002,9,1
2770,2003,10,1
2770,2004,11,1
2770,2005,12,1
2771,2001,6,1
2771,2002,7,1
2771,2003,8,1
2771,2004,9,1
2771,2005,10,1
2771,2006,11,1
2771,2007,12,1
2773,2001,7,1
2773,2002,8,1
2773,2004,10,1
2773,2005,11,1
2773,2006,12,1
2774,2001,6,1
2774,2002,7,1
2774,2003,8,1
2774,2004,9,1
2774,2005,10,1
2774,2006,10,1
2774,2007,12,1
2775,2001,5,1
2775,2002,6,1
2775,2003,7,1
2775,2004,8,1
2775,2005,9,1
2775,2006,10,1
2775,2007,11,1
2777,2001,6,1
2777,2002,7,1
2777,2003,8,1
2777,2004,9,1
2777,2005,10,1
2777,2006,11,1
2777,2007,12,1
2778,2003,7,1
2778,2004,8,1
2778,2005,9,1
2778,2006,10,1
2778,2007,11,1
2779,2001,5,1
2779,2002,6,1
2779,2003,7,1
2779,2004,8,1
2779,2005,9,1
2779,2006,10,1
2779,2007,10,1
2780,2001,5,1
2780,2002,6,1
2780,2003,7,1
2780,2004,8,1
2780,2005,9,1
2780,2006,9,1
2780,2007,9,1
2782,2001,4,1
2782,2002,5,1
2782,2003,6,1
2782,2004,7,1
2782,2005,8,1
2782,2006,9,1
2782,2007,10,1
2783,2001,4,1
2783,2002,5,1
2783,2003,6,1
2783,2004,7,1
2783,2005,8,1
2783,2006,9,1
2783,2007,10,1
2784,2001,4,1
2784,2002,5,1
2784,2003,6,1
2784,2004,7,1
2784,2005,8,1
2784,2006,9,1
2784,2007,10,1
2785,2001,4,1
2785,2002,5,1
2785,2003,6,1
2785,2004,7,1
2785,2005,8,1
2785,2006,9,1
2785,2007,10,1
2787,2001,3,1
2787,2002,4,1
2787,2003,5,1
2787,2004,6,1
2787,2006,8,1
2787,2007,9,1
2788,2001,3,1
2788,2002,4,1
2788,2003,5,1
2788,2004,6,1
2789,2002,3,1
2789,2003,4,1
2791,2002,3,1
2791,2003,4,1
2791,2004,5,1
2791,2005,6,1
2791,2006,7,1
2791,2007,7,1
2792,2004,4,1
2792,2005,5,1
2792,2006,6,1
2792,2007,7,1
2793,2003,3,1
2793,2004,4,1
2793,2005,5,1
2793,2006,6,1
2793,2007,7,1
2795,2004,3,1
2795,2005,4,1
2795,2006,5,1
2795,2007,6,1
2796,2004,3,0
2796,2005,4,0
2797,2004,3,0
2797,2005,4,0
2797,2006,5,0
2797,2007,6,0
2798,2006,5,1
2798,2007,6,1
2799,2005,3,1
2799,2006,4,1
2799,2007,5,1
2800,2005,3,1
2802,2006,3,1
2803,2006,3,1
2803,2007,4,1
2804,2006,3,0
2805,2007,3,0
2806,2007,3,1
2808,2001,12,1
2810,2001,11,1
2810,2002,12,1
2811,2001,11,1
2811,2002,12,1
2812,2001,11,1
2812,2002,12,1
2813,2001,10,1
2813,2002,11,1
2813,2003,12,1
2814,2001,10,1
2814,2002,11,1
2814,2003,12,1
2816,2001,10,1
2816,2002,11,1
2817,2001,9,1
2818,2001,9,1
2818,2002,10,1
2818,2003,11,1
2818,2004,12,1
2820,2001,8,0
2820,2002,9,0
2820,2003,10,0
2820,2004,11,0
2820,2005,12,0
2821,2001,8,1
2821,2002,9,1
2821,2004,11,1
2821,2005,11,1
2821,2006,12,1
2822,2002,7,1
2822,2003,8,1
2822,2004,9,1
2823,2001,7,0
2823,2002,8,0
2823,2003,9,0
2823,2004,10,0
2823,2005,11,0
2823,2006,12,0
2824,2001,7,1
2824,2002,8,1
2824,2003,9,1
2824,2004,10,1
2824,2005,11,1
2824,2006,11,1
2825,2001,7,0
2825,2002,8,0
2825,2003,9,0
2827,2001,5,1
2827,2002,6,1
2827,2003,7,1
2827,2004,8,1
2827,2005,9,1
2827,2006,10,1
2827,2007,11,1
2828,2001,6,1
2828,2002,7,1
2828,2003,8,1
2828,2004,9,1
2828,2005,10,1
2828,2006,11,1
2828,2007,12,1
2829,2001,6,0
2829,2002,7,0
2830,2007,12,1
2832,2001,5,0
2832,2002,6,0
2832,2003,7,0
2832,2004,8,0
2832,2005,9,0
2832,2006,10,0
2832,2007,11,0
2833,2001,4,1
2833,2006,9,1
2834,2003,7,1
2834,2004,8,1
2834,2005,9,1
2835,2001,4,1
2835,2002,5,1
2835,2003,6,1
2835,2004,7,1
2835,2005,8,1
2836,2001,4,1
2836,2002,5,1
2836,2003,6,1
2836,2004,7,1
2836,2005,8,1
2836,2006,9,1
2836,2007,10,1
2838,2001,4,1
2838,2002,5,1
2838,2003,6,1
2838,2004,7,1
2838,2005,8,1
2838,2006,9,1
2838,2007,10,1
2839,2001,3,1
2839,2002,4,1
2839,2003,5,1
2839,2005,7,1
